wikidata_id,name,term_start,birth_date,birth_place,education,occupations,employers,party_history,awards,prev_positions,name_upper
Q645267,Tamás Deutsch,2024-07-16,1966-07-27,Budapest,"Eötvös Loránd University || Saint Margaret High School, Budapest",lawyer || politician,,Fidesz,honorary citizenship || Petőfi Prize,member of the National Assembly of Hungary (1990-05-02 to 1998-06-17) || member of the National Assembly of Hungary (2002-05-15 to 2009-07-13) || member of the National Assembly of Hungary (1998-06-18 to 2002-05-14) || Minister of Youth and Sports Affairs in Hungary (1999-01-01 to 2002-05-26),TAMÁS DEUTSCH
Q126683791,Taner Kabilov,2024-07-16,1987-04-28,Plovdiv,,politician,,,,,TANER KABILOV
Q1386500,Terry Reintke,2024-07-16,1987-05-09,Gelsenkirchen,Freie Universität Berlin,politician,,Alliance '90/The Greens || Green Youth || Federation of Young European Greens,,,TERRY REINTKE
Q125378772,Teófilo Santos,2024-04-02,1951-02-12,Vila Franca,Law School of the University of Coimbra,lawyer || politician,,Social Democratic Party,,,TEÓFILO SANTOS
Q63655,Thierry Mariani,2024-07-16,1958-08-08,Orange,Q3152348,politician,,Union for a Popular Movement || National Rally || Rally for the Republic || The Popular Right || The Republicans,Order of the Badge of Honour,member of the French National Assembly (2002-06-19 to 2007-06-19) || member of the French National Assembly (2007-06-20 to 2010-12-15) || member of the French National Assembly (1997-06-12 to 2002-06-18) || Representative of the Parliamentary Assembly of the Council of Europe (2012-10-01 to 2017-10-08) || member of the French National Assembly (1993-04-02 to 1997-04-21) || conseiller régional de Provence-Alpes-Côte d'Azur (from 2021-07-02) || member of the French National Assembly (2012-06-20 to 2017-06-20) || member of the French National Assembly (2012-06-17 to 2012-06-19),THIERRY MARIANI
Q106518433,Thijs Reuten,2025-02-13,1974-01-01,Bussum,,politician,,,,municipal councillor of Amsterdam,THIJS REUTEN
Q126678825,Thomas Bajada,2024-07-16,1994-06-13,Rabat,,politician,,,,,THOMAS BAJADA
Q17198510,Thomas Geisel,2024-07-16,1963-10-26,Ellwangen,,politician,,Social Democratic Party of Germany || Sahra Wagenknecht Alliance,,lord mayor of Düsseldorf (2014-09-02 to 2020-10-31),THOMAS GEISEL
Q126373085,Thomas Pellerin-Carlin,2024-07-16,1989-11-05,Caen,College of Europe || Coëtquidan || Q3151958 || École supérieure des officiers de réserve spécialistes d'état-major,politician,Sciences Po || College of Europe || Jacques Delors Institute || I4CE – Institute for Climate Economics,Place publique,,,THOMAS PELLERIN-CARLIN
Q38057897,Thomas Waitz,2024-07-16,1973-05-16,Vienna,,politician || farmer,,The Greens – The Green Alternative,,,THOMAS WAITZ
Q65174877,Tiago Moreira de Sá,2024-07-16,1971-01-12,Lisbon,,politician || historian || university teacher,,Social Democratic Party || Chega,,member of the Assembly of the Republic (2022-03-29 to 2024-03-25),TIAGO MOREIRA DE SÁ
Q27903982,Tiemo Wölken,2024-07-16,1985-12-05,Otterndorf,Halepaghen-Schule || University of Hull,politician || jurist,,Social Democratic Party of Germany,,,TIEMO WÖLKEN
Q13105242,Tilly Metz,2024-07-16,1967-05-26,Luxembourg,UCLouvain,politician || secondary school teacher,,The Greens,,mayor in Luxembourg,TILLY METZ
Q2697618,Tineke Strik,2024-07-16,1961-09-28,Alphen,Radboud University,politician || social worker,,GroenLinks,Knight of the Order of Orange-Nassau,member of the Senate of the Netherlands (2007-06-12 to 2019-06-11) || municipal executive of Wageningen || substitute member of the Parliamentary Assembly of the Council of Europe (2008-01-21 to 2017-06-25) || Representative of the Parliamentary Assembly of the Council of Europe (2017-06-26 to 2019-06-11),TINEKE STRIK
Q126489153,Tobias Cremer,2024-07-16,1992-06-30,Bochum,,politician,,Social Democratic Party of Germany,,,TOBIAS CREMER
Q85869517,Tobiasz Bocheński,2024-07-16,1987-12-15,Łódź,University of Łódź,lawyer || politician,,,,,TOBIASZ BOCHEŃSKI
Q64399772,Tom Berendsen,2024-07-16,1983-04-11,Breda,Tilburg University || Katholieke Universiteit Leuven,politician,,Christian Democratic Appeal,,Minister of Foreign Affairs (from 2026-02-23),TOM BERENDSEN
Q64952500,Tom Vandendriessche,2024-07-16,1978-10-27,Leuven,Ghent University,politician,,Flemish Interest,,,TOM VANDENDRIESSCHE
Q6212174,Tomas Tobé,2024-07-16,1978-02-16,Gävle Staffan church parish,,politician,,Moderate Party,,Member of the Committee on the Labour Market (2010-10-12 to 2010-10-12) || Chair of the Committee on Education (2012-06-19 to 2013-09-18) || Chair of the Committee on Justice (2017-06-15 to 2018-09-24) || Chair of the Committee on the Labour Market (2010-10-12 to 2012-06-18) || Member of the Committee on Education (2012-06-19 to 2012-06-19) || Member of the Committee on the Labour Market (2006-10-10 to 2010-10-04) || Member of the Committee on Education (2014-10-07 to 2014-12-19) || Member of the Committee on Justice (2018-10-02 to 2019-02-13) || member of the Swedish Riksdag (2018-09-24 to 2019-07-01) || Chair of the Committee on Education (2013-12-09 to 2014-09-29) || member of the Committee on European Union Affairs (2019-02-14 to 2019-03-01) || member of the Swedish Riksdag (2006-10-02 to 2010-10-04) || member of the Swedish Riksdag (2010-10-04 to 2013-09-17) || Member of the Committee on Justice (2017-06-15 to 2017-06-15) || Member of the Committee on Education (2013-09-19 to 2013-12-08) || member of the Swedish Riksdag (2013-12-09 to 2014-09-29) || member of the Swedish Riksdag (2014-09-29 to 2018-09-24),TOMAS TOBÉ
Q126487457,Tomasz Buczek,2024-07-16,1986-04-24,Kolbuszowa,,politician,,,,,TOMASZ BUCZEK
Q121055145,Tomasz Froelich,2024-07-16,1988-10-15,Hamburg,University of Vienna || Vienna University of Economics and Business,politician || association football player,,Alternative for Germany,,,TOMASZ FROELICH
Q43677404,Tomislav Sokol,2024-07-16,1982-09-20,Zagreb,University of Zagreb,politician,,Croatian Democratic Union,,representative in the Croatian Parliament,TOMISLAV SOKOL
Q124842262,Tomáš Kubín,2024-08-01,1962-07-24,Jindřichův Hradec,,politician,,ANO 2011,,member of a Czech municipal council (from 2022-09-24) || member of a Czech municipal council (1998-11-14 to 2006-10-21),TOMÁŠ KUBÍN
Q12059351,Tomáš Zdechovský,2024-07-16,1979-11-02,Havlíčkův Brod,Salesian Pontifical University || Masaryk University || University of South Bohemia in České Budějovice,writer || poet || politician || journalist,,KDU-ČSL,Officer of the Order of Ouissam Alaouite,,TOMÁŠ ZDECHOVSKÝ
Q127599330,Ton Diepeveen,2024-07-16,1957-08-27,Veenendaal,,politician,,,,,TON DIEPEVEEN
Q2617559,Tonino Picula,2024-07-16,1961-08-31,Mali Lošinj,"Faculty of Humanities and Social Sciences, University of Zagreb",politician || diplomat,,Social Democratic Party of Croatia,,Minister of Foreign and European Affairs (2000-01-27 to 2003-12-22),TONINO PICULA
Q64226233,Tsvetelina Penkova,2024-07-16,1988-02-19,Sofia,Central European University,politician,,Bulgarian Socialist Party,,,TSVETELINA PENKOVA
Q449080,Udo Bullmann,2024-07-16,1956-06-08,Giessen,University of Giessen,politician,,Social Democratic Party of Germany,,,UDO BULLMANN
Q58100,Urmas Paet,2024-07-16,1974-04-20,Tallinn,University of Tartu || University of Oslo || Kadriorg German Gymnasium,politician || diplomat || journalist || sportsperson,,Estonian Reform Party,"Grand Cross of the Order of Isabella the Catholic || Order of the National Coat of Arms, 3rd Class || Order of the Three Stars, 2nd Class || Medal of the Baltic Assembly || Cross of Merit of the Ministry of Foreign Affairs of Estonia, 3rd class",member of the Riigikogu (2007-03-27 to 2007-04-04) || member of the Riigikogu (2015-03-30 to 2015-03-27) || Minister of Foreign Affairs (2005-04-13 to 2014-11-03) || Minister of Culture (2003-04-10 to 2005-04-12) || member of the Riigikogu (2011-03-27 to 2011-04-05),URMAS PAET
Q60296838,Valentina Palmisano,2024-07-16,1983-01-24,Brindisi,,politician || jurist,,Five Star Movement,,member of the Chamber of Deputies of the Italian Republic (2018-03-19 to 2022-10-12),VALENTINA PALMISANO
Q125759309,Valérie Deloge,2024-07-16,1966-05-09,Fontenay-aux-Roses,,politician || Q97768140,,,,,VALÉRIE DELOGE
Q126485346,Valérie Devaux,2024-07-16,1964-06-19,Amiens,,politician,,,,,VALÉRIE DEVAUX
Q63764512,Valérie Hayer,2024-07-16,1986-04-06,Mayenne,,politician,,Union of Democrats and Independents || Renaissance,,Q65518849 (2008-03-01 to 2019-07-01) || president of Renew Europe (2024-01-25 to 2024-07-15) || member of the departmental council of Mayenne (from 2015-04-02),VALÉRIE HAYER
Q125376815,Vasco Becker-Weinberg,2024-03-26,1979-09-21,Lisbon,,politician,,,,,VASCO BECKER-WEINBERG
Q347209,Vasile Dîncu,2024-07-16,1961-11-25,Runcu Salvei,Babeș-Bolyai University,writer || politician || university teacher || sociologist,Babeș-Bolyai University,Social Democratic Party,"Order of Prince Yaroslav the Wise, 3rd class","Minister for Development, Public Works and Administration (2015-11-17 to 2017-01-04) || member of the Senate of Romania (2004-02-14 to 2008-12-20) || member of the Senate of Romania (from 2020-12-21) || Minister of Informations (2000-12-28 to 2003-06-19) || Minister of National Defence (2021-11-25 to 2022-10-24)",VASILE DÎNCU
Q126489048,Verena Mertens,2024-07-16,1981-11-20,Salzkotten,University of Münster,politician || jurist,,Christian Democratic Union,,,VERENA MERTENS
Q37814013,Veronika Cifrová Ostrihoňová,2024-07-16,1989-02-03,Bratislava,New York University,politician || television presenter,,,,,VERONIKA CIFROVÁ OSTRIHOŇOVÁ
Q11880159,Veronika Vrecionová,2024-07-16,1965-09-08,České Budějovice,Prague University of Economics and Business,politician,,Civic Democratic Party,,mayor of a place in the Czech Republic (2006-11-07 to 2014-11-07) || Member of the Chamber of Deputies of the Parliament of the Czech Republic (2017-10-21 to 2019-07-02) || member of a Czech municipal council (2006-10-21 to 2016-10-13) || member of a Czech municipal council (2018-10-06 to 2018-10-31) || Member of the Senate of the Parliament of the Czech Republic (2010-10-23 to 2016-10-23),VERONIKA VRECIONOVÁ
Q20876325,Vicent Marzà i Ibàñez,2024-07-16,1983-03-03,Castellón de la Plana,University Ramon Llull || Jaume I University || University of Valencia,teacher || politician,,Compromís || Valencian Nationalist Bloc,,member of the Corts Valencianes (2015-06-28 to 2024-06-27) || Q57783925 (2015-06-30 to 2022-05-13),VICENT MARZÀ I IBÀÑEZ
Q17305189,Victor Negrescu,2024-07-16,1985-08-17,Alba Iulia,,politician || academic,,Social Democratic Party,,Minister for European affairs (2017-06-29 to 2018-11-09),VICTOR NEGRESCU
Q91760567,Viktória Ferenc,2024-07-16,1984-06-12,Uzhhorod,Ferenc Rákóczi II Transcarpathian Hungarian College of Higher Education,politician || political activist || linguist,University of Hohenheim,Fidesz,,,VIKTÓRIA FERENC
Q435394,Vilija Blinkevičiūtė,2024-07-16,1960-03-03,Linkuva,Vilnius University Faculty of Law,lawyer || politician,,Social Democratic Party of Lithuania || New Union (Social Liberals),Commander of the Order for Merits to Lithuania,Member of the Seimas (2012-11-16 to 2012-11-16) || Member of the Seimas (2008-11-17 to 2009-06-28) || Minister of Social Security and Labour (2000-10-30 to 2008-12-09) || Member of the Seimas (2004-11-15 to 2008-11-17),VILIJA BLINKEVIČIŪTĖ
Q944216,Vilis Krištopans,2024-07-16,1954-06-13,Yarkovo,Riga Technical University,politician || basketball player,,Union of Greens and Farmers || Latvian Way,"Commander with Star of the Royal Norwegian Order of Merit || Order of the Three Stars, 3rd Class",Prime Minister of Latvia (1998-11-26 to 1999-07-16),VILIS KRIŠTOPANS
Q2366466,Ville Niinistö,2024-07-16,1976-07-30,Turku,University of Turku,politician,,Green League,Commander of the Order of the Lion of Finland,member of the Parliament of Finland (2007-03-21 to 2019-04-16) || member of the Parliament of Finland || chairperson (2011-01-01 to 2017-01-01) || Minister of the Environment and Climate Change (2011-06-22 to 2014-09-25) || member of the Parliament of Finland,VILLE NIINISTÖ
Q58119,Villy Søvndal,2024-07-16,1952-04-04,Linde,Vestbirk Højskole,politician || diplomat,,Green Left,Ting Prize,member of the Folketing || member of the Folketing || member of the Folketing (from 1994-08-01) || member of the Folketing || member of the Folketing || Minister of Foreign Affairs of Denmark (2011-10-03 to 2013-12-12) || member of the Folketing || member of the Folketing,VILLY SØVNDAL
Q28113715,Virgil Popescu,2024-07-16,1968-04-25,Drobeta-Turnu Severin,Politehnica University of Bucharest,politician || university teacher || software engineer,University of Craiova,National Liberal Party,,"Minister of the Economy, Digitalization, Entrepreneurship and Tourism (2021-09-06 to 2021-11-25) || Minister of the Economy, Digitalization, Entrepreneurship and Tourism (2019-11-04 to 2020-12-23) || Minister of Energy (2020-12-23 to 2023-06-15) || member of the Chamber of Deputies of Romania (2016-12-21 to 2020-12-20) || member of the Chamber of Deputies of Romania (from 2020-12-21)",VIRGIL POPESCU
Q60604481,Virginie Joron,2024-07-16,1973-12-11,Troyes,University of Nice Sophia Antipolis,lawyer || politician || jurist || cadre || ingénieurs et cadres techniques d'entreprise || anciens cadres,,National Rally,,regional councillor of Grand Est (2016-01-01 to 2021-01-01),VIRGINIE JORON
Q27653570,Virginijus Sinkevičius,2024-07-16,1990-11-04,Vilnius,Aberystwyth University || Maastricht University,politician || economist,"Lietuvos paštas, AB || Invest Lithuania","Lithuanian Peasant and Greens Union || Union of Democrats ""For Lithuania""",,Member of the Seimas (2016-11-14 to 2020-11-13) || European Commissioner for the Environment (2019-12-01 to 2024-01-01) || Minister of Economy and Innovation (2017-11-27 to 2019-11-30),VIRGINIJUS SINKEVIČIUS
Q126464207,Vivien Costanzo,2024-07-16,1990-02-06,Heppenheim,,politician,,Social Democratic Party of Germany,,,VIVIEN COSTANZO
Q24174632,Vlad Voiculescu,2024-07-16,1983-09-06,Brănești,Vienna University of Economics and Business,politician || economist,,Save Romania Union,,Minister of Health of Romania (2016-05-20 to 2017-01-04) || Minister of Health of Romania (2020-12-23 to 2021-04-14) || Member of the General Council of Bucharest (2020-10-01 to 2020-12-01),VLAD VOICULESCU
Q65643532,Vladimir Prebilič,2024-07-16,1974-05-21,Ljubljana,,writer || politician || historian,,,,,VLADIMIR PREBILIČ
Q29913754,Volker Schnurrbusch,2025-04-04,1958-01-12,Leverkusen,University of Bonn,politician,,Alternative for Germany,,member of the Landtag of Schleswig-Holstein,VOLKER SCHNURRBUSCH
Q774300,Vytenis Andriukaitis,2024-07-16,1951-08-09,Kyusyur,Vilnius University,politician || Esperantist,,Social Democratic Party of Lithuania,January 13th commemorative medal || Officer of the Legion of Honour || Commander of the Order of the Lithuanian Grand Duke Gediminas || Grand Cross of the Order of Merit of Portugal || Medal of the Baltic Assembly,European Commissioner for Health and Consumer Policy (2014-11-01 to 2019-11-30) || Member of the Seimas (1992-11-24 to 1996-11-22) || Member of the Seimas (1996-11-25 to 2000-10-18) || Member of the Seimas || Minister of Health of Lithuania (2012-12-13 to 2014-07-14) || Member of the Seimas (2012-11-16 to 2014-09-15) || Member of the Seimas (2008-11-17 to 2012-11-16) || substitute member of the Parliamentary Assembly of the Council of Europe (1994-01-24 to 1995-01-30) || Member of the Seimas (2000-10-19 to 2004-07-27),VYTENIS ANDRIUKAITIS
Q125377990,Vânia Neto,2024-04-02,1979-04-25,Santarém,NOVA University Lisbon,politician,,Social Democratic Party,,,VÂNIA NETO
Q21282013,Waldemar Buda,2024-07-16,1982-09-21,Turek,University of Łódź,politician || jurist,Maria Curie-Skłodowska University,Law and Justice,,"Minister of Economic Development, Labour and Technology (2022-04-08 to 2023-11-27) || member of the Sejm (from 2019-11-12)",WALDEMAR BUDA
Q1502078,Waldemar Tomaszewski,2024-07-16,1965-03-03,Vilnius,Vilnius Gediminas Technical University,engineer || politician,,Electoral Action of Poles in Lithuania,Officer's Cross of the Order of Merit of the Republic of Poland || Commander of the Cross of the Order of Merit of the Republic of Poland,Member of the Seimas (2008-11-17 to 2009-06-21) || Member of the Seimas (2012-11-16 to 2012-11-16) || Member of the Seimas (2004-11-15 to 2008-11-17) || Member of the Seimas (2000-10-19 to 2004-11-14),WALDEMAR TOMASZEWSKI
